Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Anomaly Detection in Social Networks using Improved Local Outlier Factor,R. V. S. S. Bharattej R; M. Mhsnhasan; S. M; P. M V; K. Ghamya,"Department of Computer Science, Saint Leo University, FL, USA; Department of Computers Techniques Engineering, College of Technical Engineering, The Islamic University of Al Diwaniyah, Al Diwaniyah, Iraq; Department of Artificial Intelligence and Data Science, Nitte Meenakshi Institute of Technology, Bengaluru, India; Department of Computer Science and Engineering (Cyber Security), Dhanalakshmi Srinivasan College of Engineering and Technology, Mamallapuram, India; Department of Computer Science and Engineering (AI&ML), Mohan Babu University, Tirupati, India",2025 International Conference on Intelligent Systems and Computational Networks (ICISCN),27-Mar-25,2025,,,1,5,"In the present era, Anomaly Detection (AD) aims to identify malicious activities in social networks. Even though previous researchers suggest effective methods for AD still there are limitations such as a lack of labeled data and struggled to handle high dimensional data. In this research, Improved Local Outlier Factor (ILOF) is proposed to detect anomalies and effectively handles the high dimensional data by using distance metric to calculate local density. Primarily, the data is collected from CERT insider threat and then preprocessed with truncation to remove extreme values for effective feature extraction. After that, the Principal Component Analysis (PCA) is incorporated to extract most informative features such as principal components to identify anomalies as data points. Finally, the extracted features are fed into proposed ILOF uses density-based approach to calculate the local density effectively for detecting anomalies in social networks. From the results, proposed ILOF model attained better outcomes compared to existing Bidirectional Long Short-Term Memory (BiLSTM) in terms of accuracy, precision, recall and F1-score as 98.50%, 97.08%, 98.25% and 97.66% respectively.",,979-8-3315-2924-6,10.1109/ICISCN64258.2025.10934629,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10934629,anomaly detection;improved local outlier factor;principal component analysis;social networks;truncation,Measurement;Accuracy;Social networking (online);High dimensional data;Transfer learning;Feature extraction;Real-time systems;Intelligent systems;Anomaly detection;Principal component analysis,,2,,22,IEEE,27-Mar-25,24-25 Jan. 2025,24-25 Jan. 2025,IEEE,IEEE Conferences
Improving Insider Threat Detection with User and Role-Based Behavior,A. Singh; M. Rakhra; D. Singh; B. Kaur; H. Kaur,"Department of Computer Science & Engineering, Lovely Professional University, Jalandhar, Phagwara, India; Department of Computer Science & Engineering, Lovely Professional University, Jalandhar, Phagwara, India; Department of Computer Science & Engineering, Lovely Professional University, Jalandhar, Phagwara, India; Department of Computer Science & Engineering, Lovely Professional University, Jalandhar, Phagwara, India; Department of Computer Science & Engineering, Lovely Professional University, Jalandhar, Phagwara, India","2024 11th International Conference on Reliability, Infocom Technologies and Optimization (Trends and Future Directions) (ICRITO)",14-May-24,2024,,,1,6,"Insider threats are a growing concern for organizations, and existing methods have fallen short in their ability to detect these threats effectively. One significant constraint of current techniques is their inability to discern between the conduct of malicious users and that of their counterparts in identical job roles. But these methods did not use features that show how different a user's behavior is from that of their peers in the same job role. This study aims to detect insider threats by analyzing the user and roles that may involve in malicious activity. Malicious users can be identified by extracting different features that describe their activities and how they differ from those of their peers. The Isolation Forest Algorithm is an unsupervised method that compares each user's variance across many attributes with those of their peers in order to identify abnormalities. The performance of the proposed approach is thoroughly evaluated through a series of experiments conducted. The results of the comparison between the proposed method and a current state-of-the-art technique confirm's that the proposed detection method is more reliable.",2769-2884,979-8-3503-5035-7,10.1109/ICRITO61523.2024.10522467,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10522467,Insider Threat;malicious users;Job roles;Isolation Forest algorithm,Measurement;Heuristic algorithms;Forestry;Organizations;Feature extraction;Prediction algorithms;Threat assessment,,12,,25,IEEE,14-May-24,14-15 March 2024,14-15 March 2024,IEEE,IEEE Conferences
Empirical Detection Techniques of Insider Threat Incidents,R. A. Alsowail; T. Al-Shehari,"Deanship of Common First Year, King Saud University, Riyadh, Saudi Arabia; Deanship of Common First Year, King Saud University, Riyadh, Saudi Arabia",IEEE Access,6-May-20,2020,8,,78385,78402,"Vital organizations have faced increasing challenges of how to defend against insider threats that may cause a severe damage to their assets. The nature of insider threats is more challenging than external threats, as insiders have a privileged access to sensitive assets of an organization. In fact, there are several studies that reviewed the insider threat detection approaches from taxonomical and theoretical perspectives. However, the protection against insider threat incidents requires empirical defense solutions. Hence, our study uniquely focuses on empirical detection approaches that are validated with empirical results. We propose a 10-question model that highlights different prospective of empirical detection approaches. Significant factors are also proposed to reveal the extent to which the detection approaches are effective against insider threat incidents (e.g., feature domains, protection coverage, classification techniques, simulated scenarios, performance and accuracy metrics, etc.). The objective of this paper is to enhance researchers' efforts in the domain of insider attack by systemizing the detection techniques in comparable manner. It also highlights the challenges and gaps for further research to institute more effective solutions that can predict, detect, and prevent emerging attack incidents. Some recommendations for future research directions are also presented.",2169-3536,,10.1109/ACCESS.2020.2989739,Deanship of Scientific Research at King Saud University(grant numbers:RG-1441-401); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9076665,Insider threat;rigorous literature review;10-question model;insider attack detection;information security,Organizations;Market research;Taxonomy;Feature extraction;Bibliographies;Security;Measurement,,31,,78,CCBY,23-Apr-20,2020,,IEEE,IEEE Journals
A Graph Convolution Neural Network Based Method for Insider Threat Detection,K. Fei; J. Zhou; L. Su; W. Wang; Y. Chen; F. Zhang,"School of Cyber Security, University of Chinese Academy of Sciences, Beijing, China; Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; Department of Computer Science, Texas Tech University, Lubbock, USA; Information Technology Center China Mobile, Beijing, China","2022 IEEE Intl Conf on Parallel & Distributed Processing with Applications, Big Data & Cloud Computing, Sustainable Computing & Communications, Social Computing & Networking (ISPA/BDCloud/SocialCom/SustainCom)",23-Mar-23,2022,,,66,73,"In this research, we propose Log2Graph, a new insider threat detection method based on graph convolution neural network (GCN). This method first retrieves the corresponding logs and features from log files through feature extraction. Specifically, we use an auxiliary feature of anomaly index to describe relationship between entities, such as users and hosts, instead of establish complex connections between them. Second, these logs and features are augmented through a combination of oversampling and downsampling, to prepare for the next-stage supervised learning process. Third, we use three elaborated rules to construct the graph of each user by connecting the logs according to chronological and logical relationship. At last, the graph convolution neural network constructed is used to detect insider threats. Our validation and evaluation results confirm that Log2Graph can greatly improve the performance of detecting insider threats compared against baseline and existing methods.",,978-1-6654-6497-0,10.1109/ISPA-BDCloud-SocialCom-SustainCom57177.2022.00016,"National Science Foundation(grant numbers:OAC-1835892,CNS-1817094,CNS-1939140); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10070663,Insider threat detection;cluster security;graph construction;graph convolution neural network,Knowledge engineering;Convolution;Neural networks;Supervised learning;Feature extraction;Time measurement;Data models,,15,,37,IEEE,23-Mar-23,17-19 Dec. 2022,17-19 Dec. 2022,IEEE,IEEE Conferences
ACE – An Anomaly Contribution Explainer for Cyber-Security Applications,X. Zhang; M. Marwah; I. -t. Lee; M. Arlitt; D. Goldwasser,"Department of CS, Purdue University, USA; Micro Focus, USA; Department of CS, Purdue University, USA; Micro Focus, Canada; Department of CS, Purdue University, USA",2019 IEEE International Conference on Big Data (Big Data),24-Feb-20,2019,,,1991,2000,"In this paper we introduce Anomaly Contribution Explainer or ACE, a tool to explain security anomaly detection models in terms of the model features through a regression framework, and its variant, ACE-KL, which highlights the important anomaly contributors. ACE and ACE-KL provide insights in diagnosing which attributes significantly contribute to an anomaly by building a specialized linear model to locally approximate the anomaly score that a black-box model generates. We conducted experiments with these anomaly detection models to detect security anomalies on both synthetic data and real data. In particular, we evaluate performance on three public data sets: CERT insider threat, netflow logs, and Android malware. The experimental results are encouraging: our methods consistently identify the correct contributing feature in the synthetic data where ground truth is available; similarly, for real data sets, our methods point a security analyst in the direction of the underlying causes of an anomaly, including in one case leading to the discovery of previously overlooked network scanning activity. We have made our source code publicly available.",,978-1-7281-0858-2,10.1109/BigData47090.2019.9005989,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9005989,anomaly detection;model explanation;model interpretability;cyber-security,Anomaly detection;Predictive models;Biological system modeling;Feature extraction;Machine learning;Computer security,,9,,42,IEEE,24-Feb-20,9-12 Dec. 2019,9-12 Dec. 2019,IEEE,IEEE Conferences
Intranet User-Level Security Traffic Management with Deep Reinforcement Learning,Q. Jin; L. Wang,"School of Cyber Security, University of Chinese Academy of Sciences, Beijing, China; Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China",2019 International Joint Conference on Neural Networks (IJCNN),30-Sep-19,2019,,,1,8,"Insider threats gradually exert great influence in cy-bersecurity, causing a significant loss to organizations or companies. However, whatever the form of the threat is, insiders have to conduct the unauthorized activities through the communication traffic, such as controlling the victim systems and unauthorizedly requesting the resources. Moreover, as one of the most fundamental intranet resources, bandwidth is frequently targeted by insider attackers for sabotage to traffic communication and service delivery of the network. In this paper, we present a user-level full-lifecycle security management scheme for intranet traffic from anomaly detection to mitigation execution in an online manner. This scheme dynamically monitors abnormal users that deviate from normal behavior patterns through bidirectional Gated Recurrent Unit (bi-GRU) based online unsupervised log parser, then adaptively adjusts the traffic scheduling policy according to the adequate consideration of network security, network performance and user requirements by using deep Reinforcement Learning (RL) method for online decision-making. Extensive experimental evaluations show that our scheme can stably maintain the high performance of traffic scheduling and effectively mitigate multifarious traffic threats. Our work is a valuable step towards designing self-adaptive intranets that learn to enhance security management by themselves with high scalability and deployability.",2161-4407,978-1-7281-1985-4,10.1109/IJCNN.2019.8852447,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8852447,Insider threat;traffic management;user trust;reinforcement learning,Security;Feature extraction;Reinforcement learning;Anomaly detection;Real-time systems;Organizations;Dynamic scheduling,,6,1,27,IEEE,30-Sep-19,14-19 July 2019,14-19 July 2019,IEEE,IEEE Conferences
Class Balancing for Fraud Detection in Point Of Sale Systems,C. Hines; A. Youssef,"Department of Computer Science, George Washington University, Washington, DC, USA; Department of Computer Science, George Washington University, Washington, DC, USA",2019 IEEE International Conference on Big Data (Big Data),24-Feb-20,2019,,,4730,4739,"Restaurant servers are an example of an insider threat to the security of restaurant financial data. This paper applies machine learning to detect the digital representation of malevolent behavior of restaurant employees. The results of this research could be used to notify restaurant owners in real time when fraud is being committed. This paper applies machine learning (ML) techniques including neural networks, support vector machines, Random Forest, and Adaboost, to detecting insider fraud in restaurant point-of-sales data. By applying undersampling and oversampling class balancing techniques we show that ML techniques can improve fraud detection performance. In particular, detection with a Random Forest model using cross validation can be increased 55% by oversampling the minority class to the same size as the majority class. And results with a Neural Net model trained to detect fraud on the first year the restaurant opened, and tested on data from the following year can be improved by 50% by decreasing the majority class to be the same size as the minority class.",,978-1-7281-0858-2,10.1109/BigData47090.2019.9006040,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9006040,machine learning;classification;class balancing;fraud detection;point-of-sale data,Big Data;Conferences,,2,,11,IEEE,24-Feb-20,9-12 Dec. 2019,9-12 Dec. 2019,IEEE,IEEE Conferences
Use of Domain Knowledge to Detect Insider Threats in Computer Activities,W. T. Young; H. G. Goldberg; A. Memory; J. F. Sartain; T. E. Senator,"SAIC, Arlington, VA, USA; SAIC, Arlington, VA, USA; SAIC, Arlington, VA, USA; SAIC, Arlington, VA, USA; SAIC, Arlington, VA, USA",2013 IEEE Security and Privacy Workshops,22-Jul-13,2013,,,60,67,"This paper reports the first set of results from a comprehensive set of experiments to detect realistic insider threat instances in a real corporate database of computer usage activity. It focuses on the application of domain knowledge to provide starting points for further analysis. Domain knowledge is applied (1) to select appropriate features for use by structural anomaly detection algorithms, (2) to identify features indicative of activity known to be associated with insider threat, and (3) to model known or suspected instances of insider threat scenarios. We also introduce a visual language for specifying anomalies across different types of data, entities, baseline populations, and temporal ranges. Preliminary results of our experiments on two months of live data suggest that these methods are promising, with several experiments providing area under the curve scores close to 1.0 and lifts ranging from ×20 to ×30 over random.",,978-1-4799-0458-7,10.1109/SPW.2013.32,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6565230,anomaly detection; insider threat; experimental case study,Feature extraction;Computers;Electronic mail;Detectors;Detection algorithms;Sociology;Statistics,,28,,11,IEEE,22-Jul-13,23-24 May 2013,23-24 May 2013,IEEE,IEEE Conferences
QUANT-IT: Quantum Embeddings with NGBoost for Insider Threat Detection,A. M. Sivakrishna; M. Ramasundaram; R. L; V. Rohini,"Department of Computer Science and Engineering, National Institute of Technology, Tiruchirappalli, Tamil Nadu, India; Department of Computer Science and Engineering, National Institute of Technology, Tiruchirappalli, Tamil Nadu, India; Department of Computer Science and Engineering, Government College of Engineering, Tiruchirappalli, Tamil Nadu, India; Department of Computer Science and Engineering, National Institute of Technology, Tiruchirappalli, Tamil Nadu, India",2025 IEEE 9th International Conference on Information and Communication Technology (CICT),24-Feb-26,2025,,,1,6,"Insider threats continue to be a problem for organizational security. Traditional detection methods often fail to identify subtle or emerging malicious activities carried out by trusted insiders. In order to improve insider threat detection, this paper introduces a novel QUANT-IT framework that combines probabilistic Natural Gradient Boosting (NGBoost) and quantum-inspired embeddings. Temporal preprocessing of the CMU-CERTr4.2 dataset yields session-based feature vectors. And these are transformed using quantum embeddings to better capture complex relationships and differentiate between normal and insider behaviors. The probabilistic gradient boosting algorithm NGBoost is then applied to obtain reliable and precise classification. With an accuracy of 96.86%, precision of 96.9%, recall of 99.82%, F1-score of 98.34%, and ROC-AUC of 98.1%, experimental evaluation shows that the framework achieves high performance across key evaluation metrics. These results show that, when compared to traditional approaches, the integrated framework successfully addresses class imbalance and improves the detection of subtle insider threats.",,979-8-3315-7249-5,10.1109/CICT67193.2025.11399119,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11399119,Insider Threat Detection;Quantum Embedding;NGBoost;Probabilistic Classification;Information Security;Cybersecurity,Measurement;Information security;Probabilistic logic;Boosting;Threat assessment;Vectors;Information and communication technology;Classification algorithms;Reliability;Computer security,,,,42,IEEE,24-Feb-26,19-21 Dec. 2025,19-21 Dec. 2025,IEEE,IEEE Conferences
Insider Threats Detection Using CNN-LSTM Model,A. Saaudi; Z. Al-Ibadi; Y. Tong; C. Farkas,"Dept. Computer Science & Engineering, University of South Carolina, Columbia, USA; Dept. Computer Science & Engineering, University of South Carolina, Columbia, USA; Dept. Computer Science & Engineering, University of South Carolina, Columbia, USA; Dept. Computer Science & Engineering, University of South Carolina, Columbia, USA",2018 International Conference on Computational Science and Computational Intelligence (CSCI),2-Jan-20,2018,,,94,99,"Malicious insider activities threaten various govern-ment agencies and private organizations. This paper presents a novel approach to detect malicious behaviors. We propose the use of a granularity level to represent users' log data: textual session-based data samples. The user's behaviors are modeled using character embeddings and a deep learning model that consists of CNN and LSTM. Character embeddings are used to represent the input samples. Then, a convolution layer is used to capture local tri-gram features from the input samples, followed by an LSTM layer to consider the order of these given features (tri-grams). We conduct experiments using several variations of model architectures with no handcrafted features. The proposed model is evaluated with a subset of CERT Insider Threat dataset, r4.2. The result shows that performance improved with high precision and recall values.",,978-1-7281-1360-9,10.1109/CSCI46756.2018.00025,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8947634,"Insider threat, Anomaly detection system, Machine learning, Deep learning, Big log data",Hidden Markov models;Natural language processing;Data models;Training;Feature extraction;Electronic mail;Neural networks,,16,,24,IEEE,2-Jan-20,12-14 Dec. 2018,12-14 Dec. 2018,IEEE,IEEE Conferences
UAG: User Action Graph Based on System Logs for Insider Threat Detection,X. Wang; J. Jiang; Y. Wang; Q. Lv; L. Wang,"Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; School of Cyber Security, University of Chinese Academy of Sciences, Beijing, China; School of Cyber Security, University of Chinese Academy of Sciences, Beijing, China; Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China",2023 IEEE Symposium on Computers and Communications (ISCC),28-Aug-23,2023,,,1027,1032,"Insider threats pose significant risks to the network systems of organizations. Users have diverse behavioral habits within an organization, leading to variations in their activity patterns. Hence, data analysis and mining techniques are essential for modeling user behavior. Current methods analyze system logs and extract user action sequence features; however, they overlook the relationships between different actions, reducing detection accuracy. To address this issue, we propose a novel method called UAG (User Action Graph). UAG transforms user actions into a graph representing their chronological order and interrelationships, facilitating a more accurate and comprehensive understanding of user behavior. By extracting global and local features from the user action graph, UAG offers an extensive and detailed perspective of user behaviors. Ultimately, we develop a lightweight ensemble autoencoder model to detect insider threats. Comprehensive experiments demonstrate that UAG delivers outstanding performance and surpasses existing methods.",2642-7389,979-8-3503-0048-2,10.1109/ISCC58397.2023.10218139,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10218139,Insider Threats;Anomaly Detection;User Action Graph;Cyber Security,Data analysis;Organizations;Transforms;Feature extraction;Threat assessment;Data models;Behavioral sciences,,6,,24,IEEE,28-Aug-23,9-12 July 2023,9-12 July 2023,IEEE,IEEE Conferences
Caught in the act of an insider attack: detection and assessment of insider threat,P. A. Legg; O. Buckley; M. Goldsmith; S. Creese,"University of the West of England, UK; Cranfield University, UK; Cyber Security Centre, University of Oxford, UK; Cyber Security Centre, University of Oxford, UK",2015 IEEE International Symposium on Technologies for Homeland Security (HST),4-Apr-16,2015,,,1,6,"The greatest asset that any organisation has are its people, but they may also be the greatest threat. Those who are within the organisation may have authorised access to vast amounts of sensitive company records that are essential for maintaining competitiveness and market position, and knowledge of information services and procedures that are crucial for daily operations. In many cases, those who have such access do indeed require it in order to conduct their expected workload. However, should an individual choose to act against the organisation, then with their privileged access and their extensive knowledge, they are well positioned to cause serious damage. Insider threat is becoming a serious and increasing concern for many organisations, with those who have fallen victim to such attacks suffering significant damages including financial and reputational. It is clear then, that there is a desperate need for more effective tools for detecting the presence of insider threats and analyzing the potential of threats before they escalate. We propose Corporate Insider Threat Detection (CITD), an anomaly detection system that is the result of a multi-disciplinary research project that incorporates technical and behavioural activities to assess the threat posed by individuals. The system identifies user and role-based profiles, and measures how users deviate from their observed behaviours to assess the potential threat that a series of activities may pose. In this paper, we present an overview of the system and describe the concept of operations and practicalities of deploying the system. We show how the system can be utilised for unsupervised detection, and also how the human analyst can engage to provide an active learning feedback loop. By adopting an accept or reject scheme, the analyst is capable of refining the underlying detection model to better support their decisionmaking process and significant reduce the false positive rate.",,978-1-4799-1737-2,10.1109/THS.2015.7446229,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7446229,,Measurement;Libraries;Business;Electronic mail;Feature extraction;Analytical models;Media,,37,,19,IEEE,4-Apr-16,14-16 April 2015,14-16 April 2015,IEEE,IEEE Conferences
Complex Event Processing based Hybrid Intrusion Detection System,R. Mohan; V. Vaidehi; Ajay Krishna A; Mahalakshmi M; S. S. Chakkaravarthy,"Department of Electronics Engineering Madras Institute of Technology, Anna University, Chennai; Department of Electronics Engineering Madras Institute of Technology, Anna University, Chennai; Department of Electronics Engineering Madras Institute of Technology, Anna University, Chennai; Department of Electronics Engineering Madras Institute of Technology, Anna University, Chennai; Department of Electronics Engineering Madras Institute of Technology, Anna University, Chennai","2015 3rd International Conference on Signal Processing, Communication and Networking (ICSCN)",27-Aug-15,2015,,,1,6,"Insider threats are evolving constantly and misuse the granted resource access for various malicious activities. These insider threats make use of internal network flaws as the loop holes and are the root cause for data exfiltration and infiltration (Data leakage). Organizations are devising and deploying new solutions for analyzing, monitoring and predicting these insider threats. However data leakage and network breach problems still exist and are increasing day by day. This is due to multiple root accounts, top priority privileges, shared root access, shared file system privileges etc. In this paper a new Hybrid Intrusion Detection System (IDS) is developed to overcome the above stated problem. The objective of this research is to develop a Complex Event Processing (CEP) based Hybrid IDS that integrates the output of the Host IDS and Network IDS into the CEP Module and produces a consolidated output with higher accuracy. The overall deployment protects the internal information system without any data leakage by Stateful Packet Inspection. Multivariate Correlation Analysis (MCA) is used to estimate and characterize the normal behavior of the network and send the values to the CEP Engine which alerts in case of any deviation from the normal pattern. The performance of the proposed Hybrid IDS is examined using test bed with normal and various attack scenarios.",,978-1-4673-6823-0,10.1109/ICSCN.2015.7219827,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7219827,IDS;MCA;CEP;Hybrid IDS;Multivariate Correlation Analysis;Insider Threat,Feature extraction;Covariance matrices;Random access memory;Testing;Linux;Servers;Standards,,11,5,8,IEEE,27-Aug-15,26-28 March 2015,26-28 March 2015,IEEE,IEEE Conferences
Doc2vec-Based Insider Threat Detection through Behaviour Analysis of Multi-source Security Logs,L. Liu; C. Chen; J. Zhang; O. De Vel; Y. Xiang,"School of Software and Electrical Engineering, Swinburne University of Technology, Hawthorn, VIC, Australia; College of Science and Engineering, James Cook University, Townsville, QLD, Australia; School of Software and Electrical Engineering, Swinburne University of Technology, Hawthorn, VIC, Australia; Department of Defence, Defence Science and Technology Group, SA, Australia; School of Software and Electrical Engineering, Swinburne University of Technology, Hawthorn, VIC, Australia","2020 IEEE 19th International Conference on Trust, Security and Privacy in Computing and Communications (TrustCom)",9-Feb-21,2020,,,301,309,"Since insider attacks have been recognised as one of the most critical cyber security threats to an organisation, detection of malicious insiders has received increasing attention in recent years. Previously, we proposed an approach that performs the detection by analysing various security logs with Word2vec, which not only removes the reliance on prior knowledge but also greatly simplifies the process of decision making and improves the interpretability of the alerts. In this paper, following the similar idea, a new Doc2vec based approach is proposed to overcome the previous approach's limitations: (1) the behaviour metrics can be acquired straightforwardly due to the Doc2vec's capability in inferring unseen texts of any length; (2) other than the temporal metrics, some spatial metrics can also be realised, providing a more comprehensive insight into the unusual behaviours; and (3) a range of corpora are produced by adopting different keywords to aggregate, each of which may be suited to a specific type of behaviour metrics. A large number of numerical experiments are conducted using the same benchmark insider threat database, for the purpose of testing how the corpora, metric and training parameters impact on the performance and be related to each other. The experiments demonstrate that the proposed approach can achieve a similar performance with greater simplicity and flexibility.",2324-9013,978-1-6654-0392-4,10.1109/TrustCom50675.2020.00050,Defence Science and Technology (DST) Group; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9343100,insider threats;data analytics;word embedding;cyber security,Measurement;Training;Privacy;Databases;Decision making;Electronic mail;Security,,8,,30,IEEE,9-Feb-21,29 Dec.-1 Jan. 2021,29 Dec.-1 Jan. 2021,IEEE,IEEE Conferences
Uncovering interaction patterns between employees of the organization,I. N. Murenin; E. S. Novikova; A. A. Volkov,"Saint Petersburg Electrotechnical University “LETI”, Saint Petersburg, Russia; Saint Petersburg Electrotechnical University “LETI”, Saint Petersburg, Russia; Saint Petersburg Electrotechnical University “LETI”, Saint Petersburg, Russia",2017 XX IEEE International Conference on Soft Computing and Measurements (SCM),7-Jul-17,2017,,,746,749,"Analysis of the employees' contacts supports monitoring compliance of the safety and access control policies. The paper presents an approach to the extraction of the different interaction patterns existing between employees belonging to one department or different ones from the access control sensors' logs. Exploration of the possible interaction patterns and their feature selection is done using interactive heat maps and contact graph that allow detection periodical patterns as well as anomalous deviations. The formal model of the established interaction patterns is described. The proposed approach is tested on the VAST MiniChallenge-2 2016 data set, which describes movement of the employees within organization building.",,978-1-5386-1810-3,10.1109/SCM.2017.7970710,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7970710,insider threat;access control;interaction patterns;anomaly detection;heat maps;contact graph,Heating systems;Organizations;Trajectory;Access control;Data visualization;Feature extraction,,2,,14,IEEE,7-Jul-17,24-26 May 2017,24-26 May 2017,IEEE,IEEE Conferences
GSketch: A Comprehensive Graph Analytic Approach for Masquerader Detection Based on File Access Graph,J. Jiang; X. Wang; Y. Wang; Q. Lv; M. Liu; T. Wang; L. Wang,"Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; School of Cyber Security, University of Chinese Academy of Sciences, Beijing, China; School of Cyber Security, University of Chinese Academy of Sciences, Beijing, China; Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China",2021 IEEE Symposium on Computers and Communications (ISCC),15-Dec-21,2021,,,1,6,"Masqueraders are a severe insider threat and have become a conventional security issue for most organizations. The majority of existing techniques for detecting masqueraders extract statistical features from file access logs. However, the graph's features from these logs have not been fully explored. In this work, we introduce GSketch. First, it divides each user's file access logs into equal length, non-overlapping time windows. Then file access logs on each time window are transformed into a graph according to chronological order. GSketch extracts global features and local features from the graph. Global features provide a panoramic view of the graph, and local features mine small, induced sub-graphs. Finally, GSketch applies an abnormal detection algorithm to find anomalous points in the feature space and marks these points as masquerader's activities. The effectiveness of GSketch is demonstrated by its excellent performances on two public datasets - WUIL and TWOS.",2642-7389,978-1-6654-2744-9,10.1109/ISCC53001.2021.9631465,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9631465,Masquerade Detection;Insider Threat;File Access Graph;Graphlet;Abnormal Detection;Human Factor,Computers;Organizations;Feature extraction;Security;Detection algorithms,,3,,23,IEEE,15-Dec-21,5-8 Sept. 2021,5-8 Sept. 2021,IEEE,IEEE Conferences
Analysis of educational institution DNS network traffic for insider threats,K. I. Santosa; C. Lim; A. Erwin,"Faculty of Engineering and Information Technology, Swiss German University, Tangerang; Faculty of Engineering and Information Technology, Swiss German University, Tangerang; Faculty of Engineering and Information Technology, Swiss German University, Tangerang","2016 International Conference on Computer, Control, Informatics and its Applications (IC3INA)",28-Feb-17,2016,,,147,152,"The Internet is a medium for people to communicate with each other. Individuals and/or organizations are faced with increased security threats on the Internet. Many organizations prioritize on handling external security threats over internal security threats and for this reason, internal security threats are often missed or worst ignored. Domain Name System (DNS) is one of major Internet services that resolve user's request on domain name to an IP address. Since all of the user query to domain name utilize DNS to resolve the domain name or vice versa, including malicious intended user's query. Thus, DNS is a great source of information for detecting potential insider threat to detect unknown insider threats. This research aims to detect insider threats using DNS based features and these potential insider threats are clustered based on the DNS traffic features. Machine learning algorithms are used to cluster the DNS traffic under investigation. Our research shows that suspected clusters of DNS traffic contain insider threats in the organizations and the most frequent suspect of insider threats are botnet, categorized as misuse in insider threat classification. Some clusters could be suspicious indicating insider threats and other cluster is also a benign cluster but potentially an abnormal traffic.",,978-1-5090-2323-3,10.1109/IC3INA.2016.7863040,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7863040,clustering;insider threat;DNS;machine learning;data mining,IP networks;Servers;Clustering algorithms;Security;Internet;Feature extraction;Organizations,,3,,25,IEEE,28-Feb-17,3-5 Oct. 2016,3-5 Oct. 2016,IEEE,IEEE Conferences
