Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
QJ4YQHCA,journalArticle,2025,"Alshudukhi, Khulud Salem; Ali, Sijjad; Humayun, Mamoona; Alruwaili, Omar",Next-Generation Lightweight Explainable AI for Cybersecurity: A Review on Transparency and Real-Time Threat Mitigation,CMES - Computer Modeling in Engineering and Sciences,,1526-1492,10.32604/cmes.2025.073705,https://www.sciencedirect.com/science/article/pii/S1526149225004321,"Problem: The integration of Artificial Intelligence (AI) into cybersecurity, while enhancing threat detection, is hampered by the “black box” nature of complex models, eroding trust, accountability, and regulatory compliance. Explainable AI (XAI) aims to resolve this opacity but introduces a critical new vulnerability: the adversarial exploitation of model explanations themselves. Gap: Current research lacks a comprehensive synthesis of this dual role of XAI in cybersecurity—as both a tool for transparency and a potential attack vector. There is a pressing need to systematically analyze the trade-offs between interpretability and security, evaluate defense mechanisms, and outline a path for developing robust, next-generation XAI frameworks. Solution: This review provides a systematic examination of XAI techniques (e.g., SHAP, LIME, Grad-CAM) and their applications in intrusion detection, malware analysis, and fraud prevention. It critically evaluates the security risks posed by XAI, including model inversion and explanation-guided evasion attacks, and assesses corresponding defense strategies such as adversarially robust training, differential privacy, and secure-XAI deployment patterns. Contribution: The primary contributions of this work are: (1) a comparative analysis of XAI methods tailored for cybersecurity contexts; (2) an identification of the critical trade-off between model interpretability and security robustness; (3) a synthesis of defense mechanisms to mitigate XAI-specific vulnerabilities; and (4) a forward-looking perspective proposing future research directions, including quantum-safe XAI, hybrid neuro-symbolic models, and the integration of XAI into Zero Trust Architectures. This review serves as a foundational resource for developing transparent, trustworthy, and resilient AI-driven cybersecurity systems.",23/12/2025,23/3/2026 11:08,23/3/2026 11:08,,3029-3085,,3,145,,CMES - Computer Modeling in Engineering and Sciences,,,,,,,,,,,,,,,,,,,adversarial robustness; cybersecurity; Explainable AI (XAI); privacy-preserving techniques; regulatory compliance; zero trust architecture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QMJH59BL,journalArticle,2026,"Yaseen, Muhammad Bilal; Wan, Fayu; Riaz, Muhammad Bilal; Rahman, Md Owahedur; Fang, Xiang",Privacy-preserving federated reinforcement learning for autonomous IoT intrusion response: A deep multi-agent hierarchical framework with advanced cryptographic security,Results in Engineering,,2590-1230,10.1016/j.rineng.2026.109458,https://www.sciencedirect.com/science/article/pii/S2590123026004986,"The exponential growth of Internet of Things (IoT) devices has intensified cybersecurity challenges that demand autonomous, adaptive, and privacy-preserving intrusion response mechanisms. Traditional centralized solutions suffer from scalability bottlenecks, high communication costs, and privacy violations, making them unsuitable for modern heterogeneous IoT networks. To overcome these limitations, this paper introduces a Privacy-Preserving Federated Reinforcement Learning (PP-FRL) framework named Adaptive Contextual Multi-Agent Deep Q-Network (AC-MADQN). The framework enables distributed IoT edge devices to collaboratively learn optimal security policies without sharing raw data, combining hierarchical policy optimization with federated aggregation enhanced by quantum-resilient cryptography, differential privacy, and Byzantine fault-tolerant consensus. AC-MADQN incorporates four key innovations: (1) Dynamic State Representation Learning using temporal attention, (2) Multi-scale threat-intelligence fusion, (3) Adaptive resource-aware policy optimization, and (4) Cryptographically secure experience-replay sharing. Comprehensive experiments on a 2,000-device heterogeneous IoT testbed across 15 attack scenarios demonstrate that AC-MADQN achieves a 47.8% reduction in false positives, a 58.3% improvement in threat-mitigation effectiveness, and 99.7% privacy preservation under ε = 0.01 differential privacy, maintaining sub-second latency even with 40% Byzantine node compromise. The framework’s theoretical analysis confirms formal convergence guarantees and logarithmic communication-complexity O(N log T) improvement compared to existing federated RL methods. These results establish AC-MADQN as a scalable, resilient, and practical solution for autonomous IoT security deployments demanding both high performance and strict privacy protection.",1/3/2026,23/3/2026 11:08,23/3/2026 11:08,,109458,,,29,,Results in Engineering,,,,,,,,,,,,,,,,,,,Intrusion detection; Multi-agent systems; Differential privacy; Byzantine fault tolerance; Edge computing; Privacy preservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2SH5XWYL,journalArticle,2024,"Lazrek, Ghita; Chetioui, Kaouthar; Balboul, Younes; Mazer, Said; El bekkali, Moulhime",An RFE/Ridge-ML/DL based anomaly intrusion detection approach for securing IoMT system,Results in Engineering,,2590-1230,10.1016/j.rineng.2024.102659,https://www.sciencedirect.com/science/article/pii/S2590123024009149,"Smart healthcare is one of the promising areas of the Internet of Things (IoT), particularly in the case of the Covid-19 pandemic. Real-time patient monitoring and remote diagnostics facilitate better medical services to preserve human lives using Internet of Medical Things (IoMT) technology. Regardless of the numerous benefits, IoMT devices are susceptible to sophisticated cyber-attacks at a breakneck pace, which lead to tampering with healthcare data and threaten patients' lives. In a similar context, the 2022 ransomware cyber-attack on Versailles André-Mignot Hospital compromised the healthcare system and disclosed tremendous amounts of patient information. Towards this direction, most researchers have solely developed either machine learning or Deep learning algorithms to identify network traffic anomalies. Motivated by the above challenges, an effort has been made in this paper to design a Recursive Feature Elimination (RFE) integrated with machine learning paradigms and a Ridge regression merged into deep learning models for implementing accurate anomaly intrusion detection based on the real-time dataset WUSTL-EHMS. Among the paradigms used, the proposed approach confirms that the RFE-based Decision Tree (DT) outperforms state-of-the-art techniques with a training accuracy of 99 % and a testing accuracy of 97.85 % while maintaining a reduction of FAR to 0.03. In a nutshell, it has been proven that the suggested framework can be deployed to build anomaly intrusion detection, reinforcing IoMT against widespread cyber-attacks and safeguarding the integrity of advanced healthcare systems.",1/9/2024,23/3/2026 11:08,23/3/2026 11:08,,102659,,,23,,Results in Engineering,,,,,,,,,,,,,,,,,,,Security; Cyber-attack; Anomaly intrusion detection system (AIDS); Deep learning (DL); Internet of medical things (IoMT); Machine learning (ML),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R4HRX3XY,journalArticle,2025,"Liu, Jizhao; Shao, Yuanyuan; Zhang, Shuqin; Shan, Fangfang; Li, Jun",UGEA-LMD: A Continuous-Time Dynamic Graph Representation Enhancement Framework for Lateral Movement Detection,"Computers, Materials and Continua",,1546-2218,10.32604/cmc.2025.068998,https://www.sciencedirect.com/science/article/pii/S1546221825010264,"Lateral movement represents the most covert and critical phase of Advanced Persistent Threats (APTs), and its detection still faces two primary challenges: sample scarcity and “cold start” of new entities. To address these challenges, we propose an Uncertainty-Driven Graph Embedding-Enhanced Lateral Movement Detection framework (UGEA-LMD). First, the framework employs event-level incremental encoding on a continuous-time graph to capture fine-grained behavioral evolution, enabling newly appearing nodes to retain temporal contextual awareness even in the absence of historical interactions and thereby fundamentally mitigating the cold-start problem. Second, in the embedding space, we model the dependency structure among feature dimensions using a Gaussian copula to quantify the uncertainty distribution, and generate augmented samples with consistent structural and semantic properties through adaptive sampling, thus expanding the representation space of sparse samples and enhancing the model's generalization under sparse sample conditions. Unlike static graph methods that cannot model temporal dependencies or data augmentation techniques that depend on predefined structures, UGEA-LMD offers both superior temporal-dynamic modeling and structural generalization. Experimental results on the large-scale LANL log dataset demonstrate that, under the transductive setting, UGEA-LMD achieves an AUC of 0.9254; even when 10% of nodes or edges are withheld during training, UGEA-LMD significantly outperforms baseline methods on metrics such as recall and AUC, confirming its robustness and generalization capability in sparse-sample and cold-start scenarios.",10/11/2025,23/3/2026 11:08,23/3/2026 11:08,,Jan-20,,1,86,,"Computers, Materials and Continua",,,,,,,,,,,,,,,,,,,Advanced persistent threat (APTs); continuous-time dynamic graph; data enhancement; lateral movement detection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FG6QSFSU,journalArticle,2024,"Sarker, Iqbal H.; Janicke, Helge; Ferrag, Mohamed Amine; Abuadbba, Alsharif","Multi-aspect rule-based AI: Methods, taxonomy, challenges and directions towards automation, intelligence and transparent cybersecurity modeling for critical infrastructures",Internet of Things,,2542-6605,10.1016/j.iot.2024.101110,https://www.sciencedirect.com/science/article/pii/S2542660524000520,"Critical infrastructure (CI) typically refers to the essential physical and virtual systems, assets, and services that are vital for the functioning and well-being of a society, economy, or nation. However, the rapid proliferation and dynamism of today’s cyber threats in digital environments may disrupt CI functionalities, which would have a debilitating impact on public safety, economic stability, and national security. This has led to much interest in effective cybersecurity solutions regarding automation and intelligent decision-making, where AI-based modeling is potentially significant. In this paper, we take into account “Rule-based AI” rather than other black-box solutions since model transparency, i.e., human interpretation, explainability, and trustworthiness in decision-making, is an essential factor, particularly in cybersecurity application areas. This article provides an in-depth study on multi-aspect rule based AI modeling considering human interpretable decisions as well as security automation and intelligence for CI. We also provide a taxonomy of rule generation methods by taking into account not only knowledge-driven approaches based on human expertise but also data-driven approaches, i.e., extracting insights or useful knowledge from data, and their hybridization. This understanding can help security analysts and professionals comprehend how systems work, identify potential threats and anomalies, and make better decisions in various real-world application areas. We also cover how these techniques can address diverse cybersecurity concerns such as threat detection, mitigation, prediction, diagnosis for root cause findings, and so on in different CI sectors, such as energy, defence, transport, health, water, agriculture, etc. We conclude this paper with a list of identified issues and opportunities for future research, as well as their potential solution directions for how researchers and professionals might tackle future generation cybersecurity modeling in this emerging area of study.",1/4/2024,23/3/2026 11:08,23/3/2026 11:08,,101110,,,25,,Internet of Things,,,,,,,,,,,,,,,,,,,Cybersecurity; Machine learning; Automation; Explainable AI; Trustworthiness; Critical infrastructures; Data-driven decision-making; Intelligence; Knowledge discovery; Responsible AI; Rule-based Modeling; Security data analytics; Transparency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2RGXFE5,journalArticle,2023,"Saeed, Mozamel M.; Aghbari, Zaher Al",Survey on Deep Learning Approaches for Detection of Email Security Threat,"Computers, Materials and Continua",,1546-2218,10.32604/cmc.2023.036894,https://www.sciencedirect.com/science/article/pii/S1546221823000899,"Emailing is among the cheapest and most easily accessible platforms, and covers every idea of the present century like banking, personal login database, academic information, invitation, marketing, advertisement, social engineering, model creation on cyber-based technologies, etc. The uncontrolled development and easy access to the internet are the reasons for the increased insecurity in email communication. Therefore, this review paper aims to investigate deep learning approaches for detecting the threats associated with e-mail security. This study compiles the literature related to the deep learning methodologies, which are applicable for providing safety in the field of cyber security of email in different organizations. Relevant data were extracted from different research depositories. The paper discusses various solutions for handling these threats. Different challenges and issues are also investigated for e-mail security threats including social engineering, malware, spam, and phishing in the existing solutions to identify the core current problem and set the road for future studies. The review analysis showed that communication media is the common platform for attackers to conduct fraudulent activities via spoofed e-mails and fake websites and this research has combined the merit and demerits of the deep learning approaches adaption in email security threat by the usage of models and technologies. The study highlighted the contrasts of deep learning approaches in detecting email security threats. This review study has set criteria to include studies that deal with at least one of the six machine models in cyber security.",31/10/2023,23/3/2026 11:08,23/3/2026 11:08,,325-348,,1,77,,"Computers, Materials and Continua",,,,,,,,,,,,,,,,,,,machine learning; Attackers; deep learning methods; e-mail security threats; phishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6XTMAACV,journalArticle,2023,"Pal, Preetam; Chattopadhyay, Pratik; Swarnkar, Mayank",Temporal feature aggregation with attention for insider threat detection from activity logs,Expert Systems with Applications,,0957-4174,10.1016/j.eswa.2023.119925,https://www.sciencedirect.com/science/article/pii/S0957417423004268,"Nowadays, insider attacks are emerging as one of the top cybersecurity threats. However, the detection of insider threats is a more arduous task for many reasons. A significant cause is the availability of various data types related to insider activities and their possible behavioral drift. Another major reason is that threat activities rarely happen within any organizational environment and usually remain submerged within a massive amount of normal activities thereby creating data imbalance issues. Any insider threat event requires three major components to get materialized: proper motivation, suitable opportunity and a minimum skill set. The simultaneous occurrence of all these elements is rarely found in organizational environment compared to regular activity traits, and the data imbalance thus caused makes accurate detection of threat activities quite challenging. Existing insider threat detection techniques are mainly divided into statistical rule-based, machine learning-based, and deep learning-based methods. Although recent deep learning methods have been found to extract intrinsic behavioral properties from users’ activity patterns more effectively than traditional rule-based and machine-learning methods by utilizing their multilayer architecture. But sporadic approaches prioritize critical sections of activity patterns in their detection scheme. Also, rare methods focused on taking advantage of multiple deep learning-based feature extraction models together in their detection process. Finally, rare methods have adequately focused on data imbalance issues, especially over the unequal proportion of different categories of threat instances. In this paper, we proposed an insider threat detection approach using an ensemble of stacked-LSTM and stacked-GRU-based attention models. Our models are first trained on the user’s single-day sequential activity logs. Then a stacked ensemble of trained attention models is used to extract the user’s single-day activity information in the form of the feature vector, which is finally used for classification. To address the data imbalance issues, we propose a new equally-weighted random sampling approach for balancing the population of the different categories of threat patterns. We randomly undersample the nonmalicious instances followed by random oversampling of the different categories of threat instances in an equally-weighted manner so that the training models can learn the behavioral characteristics of the different types of insider activity patterns without getting biased towards any particular type, which is a major limitation of random oversampling and random undersampling-based techniques. Experiments have been performed on the different versions of the CMU CERT insider threat datasets. For robust evaluation, stratified division-based train-test sets have been used based on different categories of insider activities. An average AUC of 0.99 on CMU CERT v4.2 and v5.2 datasets and 0.97 on its v6.2 dataset shows the robustness of the proposed approach in detecting insider threats.",15/8/2023,23/3/2026 11:08,23/3/2026 11:08,,119925,,,224,,Expert Systems with Applications,,,,,,,,,,,,,,,,,,,Insider threat; LSTM; Attention model; Equally-weighted random sampling; GRU; Imbalanced data; Stacked ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GXZHQCYP,journalArticle,2025,"Hossain, Md. Alamgir",Deep Q-learning intrusion detection system (DQ-IDS): A novel reinforcement learning approach for adaptive and self-learning cybersecurity,ICT Express,,2405-9595,10.1016/j.icte.2025.05.007,https://www.sciencedirect.com/science/article/pii/S2405959525000694,"With the increasing sophistication of cyber threats, traditional Intrusion Detection Systems (IDS) often fail to adapt to evolving attack patterns, leading to high false positive rates and inadequate detection of zero-day attacks. This study proposes the Deep Q-Learning Intrusion Detection System (DQ-IDS), a novel reinforcement learning (RL)-based approach designed to dynamically learn network attack behaviors and continuously enhance detection performance. Unlike conventional machine learning (ML) and deep learning (DL)-based IDS models that depend on static, pre-trained classifiers, DQ-IDS employs Deep Q-Networks (DQN) with experience replay and adaptive ε-greedy exploration to autonomously classify benign and malicious network traffic. The integration of experience replay mitigates catastrophic forgetting, while adaptive exploration ensures an optimal trade-off between learning efficiency and threat detection. A reward-driven training mechanism reinforces correct classifications and penalizes errors, thereby reducing both false positive and false negative rates. Extensive empirical evaluations on real-world network datasets demonstrate that DQ-IDS achieves a detection accuracy of 97.18%, significantly outperforming conventional IDS solutions in both attack detection and computational efficiency. This work introduces a paradigm shift toward adaptive, self-learning cybersecurity systems capable of real-time, robust threat mitigation in dynamic network environments.",1/10/2025,23/3/2026 11:08,23/3/2026 11:08,,875-880,,5,11,,ICT Express,,,,,,,,,,,,,,,,,,,Reinforcement learning; Deep Q-network (DQN); DQ-IDS; Intrusion detection system (IDS); Self-learning cybersecurity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMM2P2AH,journalArticle,2025,"Chinnasamy, Ramya; Subramanian, Malliga; Easwaramoorthy, Sathishkumar Veerappampalayam; Cho, Jaehyuk",Deep learning-driven methods for network-based intrusion detection systems: A systematic review,ICT Express,,2405-9595,10.1016/j.icte.2025.01.005,https://www.sciencedirect.com/science/article/pii/S2405959525000050,"This paper presents a systematic review of deep learning (DL) techniques for Network-based Intrusion Detection Systems (NIDS) based on Preferred Reporting Items for Systematic Reviews and Meta-Analyses: (PRISMA2020) guidelines. It explores recent advancements in data preparation, DL architectures, and performance evaluation metrics for NIDS. The review provides insights into various datasets and tools used in the field, highlighting the effectiveness of DL in improving NIDS performance. Additionally, it discusses the applications of NIDS across different industries and identifies emerging research trends, offering a comprehensive resource for researchers and practitioners in cybersecurity.",1/2/2025,23/3/2026 11:08,23/3/2026 11:08,,181-215,,1,11,,ICT Express,,,,,,,,,,,,,,,,,,,Deep Learning; Cyber Security; Network-based Intrusion Detection Systems (NIDS); Systematic Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU6LS7F4,journalArticle,2024,"Abdelkader, Sobhy; Amissah, Jeremiah; Kinga, Sammy; Mugerwa, Geofrey; Emmanuel, Ebinyu; Mansour, Diaa-Eldin A.; Bajaj, Mohit; Blazek, Vojtech; Prokop, Lukas",Securing modern power systems: Implementing comprehensive strategies to enhance resilience and reliability against cyber-attacks,Results in Engineering,,2590-1230,10.1016/j.rineng.2024.102647,https://www.sciencedirect.com/science/article/pii/S2590123024009022,"Recent technological advancements in the energy sector, such as the proliferation of electric vehicles, and smart power electronic devices, have substantially increased the demand for reliable and quality power supply. This surge in energy consumption has posed significant concerns for traditional power systems regarding the systems’ resilience and reliability. To address these challenges, power system engineers and researchers have proposed the digitalization of power systems, resulting in remotely controlled and operated smart grids. However, the transition towards smart grids has introduced new vulnerabilities, specifically in the form of cyber-attacks. One notable example is the recent malicious attack on the Ukrainian power system, which left three distribution networks destroyed, causing losses and damage to thousands of customers. In an era marked by rapid technological advancement, the security of modern power infrastructure against malicious cyber-attackers has emerged as a paramount concern for power system operators. This paper presents a comprehensive examination of cybersecurity strategies aimed at strengthening the resilience and reliability of modern power systems. By thoroughly analyzing the various cyber-attacks and effective defence strategies, it is evident that cybersecurity plays a crucial role in maintaining a continuous power supply and reducing the impact of potential contingencies. The study further provides valuable perspectives on the changing landscape of cyber threats faced by power infrastructure by combining insights from advanced research and industry expertise. By combining conventional techniques and cutting-edge technologies, valuable recommendations are provided for improving the cybersecurity of the power system and protecting vital grid assets, such as substations. This paper serves as an essential resource for policymakers, industry practitioners, and researchers seeking to understand the complex relationship between cybersecurity and modern power systems.",1/9/2024,23/3/2026 11:08,23/3/2026 11:08,,102647,,,23,,Results in Engineering,,,,,,,,,,,,,,,,,,,Cybersecurity; And smart grids; Cyber-attack vectors; Cyber-threats; Defense mechanisms; Infrastructure security; Modern power systems; Reliability; Resilience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q959TAZH,journalArticle,2021,"Cascavilla, Giuseppe; Tamburri, Damian A.; Van Den Heuvel, Willem-Jan",Cybercrime threat intelligence: A systematic multi-vocal literature review,Computers & Security,,0167-4048,10.1016/j.cose.2021.102258,https://www.sciencedirect.com/science/article/pii/S0167404821000821,"Significant cybersecurity and threat intelligence analysts agree that online criminal activity is increasing exponentially. To offer an overview of the techniques and indicators to perform cyber crime detection by means of more complex machine- and deep-learning investigations as well as similar threat intelligence and engineering activities over multiple analysis levels (i.e., surface, deep, and darknets), we systematically analyze state of the art in such techniques. First, to aid the engineering and management of such intelligence solutions. We provide (i) a taxonomy of existing methods mapped to (ii) an overview of detectable criminal activities as well as (iii) an overview of the indicators and risk parameters that can be used for such detection. Second, to find the major engineering and management challenges and variables to be addressed. We apply a Topic Modelling Analysis to identify and analyze the most relevant threat concepts both in Surface and in Deep-, Dark-Web. Third, we identify gaps and challenges, defining a roadmap. Practitioners value and conclusions. The analysis mentioned above effectively provided a photograph of the scientific and practice gaps among the Surface Web and the Deep-, Dark-Web cybercrime and threat engineering and management. More specifically, our systematic literature review shows: (i) the dimensions of risk assessment techniques today available for the aforementioned areas—addressing these is vital for Law-enforcement agencies to combat cybercrime and cyber threats effectively; (ii) what website features should be used in order to identify a cyber threat or attack—researchers and non-governmental organizations in support of Law Enforcement Agencies (LEAs) should cover these features with appropriate technologies to aid in the investigative processes; (iii) what (limited) degree of anonymity is possible when crawling in Deep-, Dark-Web—researchers should strive to fill this gap with more and more advanced degrees of anonymity to grant protection to LEAs during their investigations.",1/6/2021,23/3/2026 11:08,23/3/2026 11:08,,102258,,,105,,Computers & Security,,,,,,,,,,,,,,,,,,,Cybersecurity; Cyber threat intelligence; Dark web; Deep web; Surface web; Topic modelling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UUP8F8EP,journalArticle,2024,"Gonçalves, Luís; Zanchettin, Cleber",Detecting abnormal logins by discovering anomalous links via graph transformers,Computers & Security,,0167-4048,10.1016/j.cose.2024.103944,https://www.sciencedirect.com/science/article/pii/S0167404824002499,"Anomalous authentications are a critical indicator of advanced persistent threats (APTs), in which adversaries exploit network vulnerabilities to gain unauthorized access and move stealthily between devices using stolen credentials. As the set of interactions between entities in a network essentially forms graph-structured data, state-of-the-art algorithms such as graph neural networks (GNNs) can be used to detect anomalous interactions that may indicate an ongoing attack. However, the success of detecting anomalous authentications using GNNs is conditioned on the representational power and performance of those models. A crucial problem is how to aggregate the node embeddings so that the GNN can better represent the network topology. Existing graph neural networks traditionally use simple functions (e.g., sum, max, mean) on the node embeddings to preserve permutation invariance and achieve consistent node representations. However, we argue that an effective aggregation of node features into a graph-level representation cannot be achieved through simple sum or mean operations. In this work, we propose a residual soft-attention scheme that facilitates the aggregation of node representations through a weighted sum, resulting in enhanced node representations and improved filtration of irrelevant information. Experimental results on three relevant datasets have shown the proposed method can detect abnormal authentications with lower false positives than competitors.",1/9/2024,23/3/2026 11:08,23/3/2026 11:08,,103944,,,144,,Computers & Security,,,,,,,,,,,,,,,,,,,Graph neural networks; Cyber security; Authentication; Advanced persistent threats; Lateral movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIT9USP4,journalArticle,2025,"Qiu, Houjie; Ma, Xingkong; Liu, Bo; Cai, Yiqing; Chen, Xinyi; Ding, Zhaoyun",Psycholinguistic knowledge-guided graph network for personality detection of silent users,Information Processing & Management,,0306-4573,10.1016/j.ipm.2025.104064,https://www.sciencedirect.com/science/article/pii/S0306457325000068,"Personality detection is an emerging task benefiting numerous fields. The existing studies on text-based personality detection rarely concern silent users who never publish social texts due to the lack of their posts. Simultaneously, the mainstream methods lack an effective pathway for silent user representation to detect the personality. To solve the silent user problems, we propose a psycholinguistic knowledge-guided graph network, PKGN. Our method is composed of neighbor post metric, graph initialization & learning, and classification. Under the guidance of psychological knowledge, our model first selects high-quality posts from neighbors as the posts of silent users through the neighbor post metric. In the graph initialization & learning, psychologically relevant categories are introduced to build the bipartite graph for each silent user and obtain the user representation via GATv2. Then, we utilize linear classifiers for personality classification. We conducted extensive experiments on a new real-world dataset, including 1581 samples. To conduct a baseline benchmark for the silent user personality detection task, we apply the neighbor post metric to combine with the existing work. From the experimental results, our model achieves 64.11% average accuracy and 63.21% average macro-F1, outperforming mainstream methods in most individual personality traits and comprehensive comparisons. Furthermore, the introduction of psycholinguistic knowledge benefits the model performance. In neighbor post metric comparison, the psycholinguistic knowledge from LIWC reduces the standard variances of psychological category count and improves the detection results (3.01% ↑ for average accuracy and 2.34% ↑ for average macro-F1). In the ablation study, all the psychologically relevant categories contribute to the model performance (ranging from 0.02% ↑ to 3.02% ↑ for average macro-F1).",1/5/2025,23/3/2026 11:08,23/3/2026 11:08,,104064,,3,62,,Information Processing & Management,,,,,,,,,,,,,,,,,,,Graph neural network; Personality detection; Psycholinguistics; Silent user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG9ZIHBR,journalArticle,2022,"Ullah, Faheem; Babar, M. Ali",On the scalability of Big Data Cyber Security Analytics systems,Journal of Network and Computer Applications,,1084-8045,10.1016/j.jnca.2021.103294,https://www.sciencedirect.com/science/article/pii/S1084804521002897,"Big Data Cyber Security Analytics (BDCA) systems use big data technologies (e.g., Apache Spark) to collect, store, and analyse a large volume of security event data for detecting cyber-attacks. The volume of digital data in general and security event data in specific is increasing exponentially. The velocity with which security event data is generated and fed into a BDCA system is unpredictable. Therefore, a BDCA system should be highly scalable to deal with the unpredictable increase/decrease in the velocity of security event data. However, there has been little effort to investigate the scalability of BDCA systems to identify and exploit the sources of scalability improvement. In this paper, we first investigate the scalability of a Spark-based BDCA system with default Spark settings. We then identify Spark configuration parameters (e.g., execution memory) that can significantly impact the scalability of a BDCA system. Based on the identified parameters, we finally propose a parameter-driven adaptation approach, SCALER, for optimizing a system's scalability. We have conducted a set of experiments by implementing a Spark-based BDCA system on a large-scale OpenStack cluster. We ran our experiments with four security datasets. We have found that (i) a BDCA system with default settings of Spark configuration parameters deviates from ideal scalability by 59.5% (ii) 9 out of 11 studied Spark configuration parameters significantly impact scalability and (iii) SCALER improves the BDCA system's scalability by 20.8% compared to the scalability with default Spark parameter setting. The findings of our study highlight the importance of exploring the parameter space of the underlying big data framework (e.g., Apache Spark) for scalable cyber security analytics.",1/2/2022,23/3/2026 11:08,23/3/2026 11:08,,103294,,,198,,Journal of Network and Computer Applications,,,,,,,,,,,,,,,,,,,Big data; Cyber security; Adaptation; Configuration parameter; Scalability; Spark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JG3N3S6X,journalArticle,2017,"Haixiang, Guo; Yijing, Li; Shang, Jennifer; Mingyun, Gu; Yuanyue, Huang; Bing, Gong",Learning from class-imbalanced data: Review of methods and applications,Expert Systems with Applications,,0957-4174,10.1016/j.eswa.2016.12.035,https://www.sciencedirect.com/science/article/pii/S0957417416307175,"Rare events, especially those that could potentially negatively impact society, often require humans’ decision-making responses. Detecting rare events can be viewed as a prediction task in data mining and machine learning communities. As these events are rarely observed in daily life, the prediction task suffers from a lack of balanced data. In this paper, we provide an in depth review of rare event detection from an imbalanced learning perspective. Five hundred and seventeen related papers that have been published in the past decade were collected for the study. The initial statistics suggested that rare events detection and imbalanced learning are concerned across a wide range of research areas from management science to engineering. We reviewed all collected papers from both a technical and a practical point of view. Modeling methods discussed include techniques such as data preprocessing, classification algorithms and model evaluation. For applications, we first provide a comprehensive taxonomy of the existing application domains of imbalanced learning, and then we detail the applications for each category. Finally, some suggestions from the reviewed papers are incorporated with our experiences and judgments to offer further research directions for the imbalanced learning and rare event detection fields.",1/5/2017,23/3/2026 11:08,23/3/2026 11:08,,220-239,,,73,,Expert Systems with Applications,,,,,,,,,,,,,,,,,,,Machine learning; Imbalanced data; Data mining; Rare events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTP8HSN6,bookSection,2026,,Index,Recent Advances in Computational Intelligence Applications for Biometrics and Biomedical Devices,978-0-443-33012-4,,10.1016/B978-0-443-33012-4.20001-3,https://www.sciencedirect.com/science/article/pii/B9780443330124200013,,1/1/2026,23/3/2026 11:08,23/3/2026 11:08,,343-362,,,,,,,,,,,Academic Press,,,,,,,,,,,,,,,"Khamparia, Aditya; Gupta, Deepak; Dey, Nilanjan; Ashour, Amira S.; Fong, Simon James",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
